name,food_id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,fit
蒜苗炒鹹豬肉,30462,0.3171286,-1.0210365,-1.2703465,1.5980945,-0.7229155,0.3696195,1.35127,-0.093926206,0.2953284,-3.0909035,2.4218595,-0.043968562,-0.106903344,-1.9590931,1.2716004,3.1413665,2.2741878,-1.7969069621069091,-1.292468384067058,0.8086200544213621,-1.8405758155128988,0.2098653426051209,2
【湯底】義式番茄蘋果湯,30463,1.1557106,-3.6063845,-1.5709952,1.4651353,0.36070412,-0.251618,0.78750575,-0.693192,1.6228482,-2.0205822,1.6680458,-0.4378309,-2.818663,-1.8462814,0.202213,3.5702095,0.980202,-2.8572969475998318,1.3130970492424496,-0.5463859817165118,0.6504513276790655,1.2619434624558066,1
番茄羅勒義式沙拉,30464,1.5876391,1.3049961,-0.59611225,-0.27765685,-0.38300213,0.32361794,0.37580654,-1.2480277,0.015686201,-1.3016007,3.9788784e-4,-1.1466149,-2.849774,0.33313003,0.83802986,1.7638266,3.4537704,2.4501169609702926,-0.9868982290989537,1.8328518908640103,-0.5718308399150243,-0.04661799958789328,3
白河紅蓮,30465,2.0606399,-2.8160543,-0.3269946,1.7048631,-0.43754154,-0.23424608,-0.7175002,-0.116590366,0.46248314,-1.4308478,1.3015825,-0.34722203,-1.3805305,-0.41170084,1.386196,1.7882812,0.6118282,-0.132999859574755,2.712538069461116,0.573079094970599,-0.35607682653534156,0.45587743162858985,1
荷香鳳影,30466,1.5224879,-4.0416503,-0.5321178,2.2927084,1.1116385,0.7226339,-0.11091818,-1.0124866,1.5057151,-0.1787313,1.9728994,0.2466933,-2.1950002,-0.3942856,0.77097714,1.7706541,-0.71047395,-1.4138028744690534,3.739202069862249,0.2798017128286441,2.1335468118645156,0.6759877131813415,1
白木耳蓮子甜湯,30467,2.6299484,-3.6641417,-0.36542007,2.6594598,-0.60311633,0.8062008,-2.6998963,-0.27683824,-0.13751747,0.32780737,1.1719667,-0.6281779,-1.7855889,-0.6235442,3.2685928,0.5339693,-0.26883224,1.0212202228658793,5.86911941703525,0.676188564918185,-0.6410696388330792,0.3004370529514742,1
飄香荷葉飯,30468,0.7885746,-2.647135,0.7455858,1.0497123,-0.47902367,1.4742819,-0.9995271,-1.7640573,0.84928274,-0.8948115,0.72303486,1.2909304,0.3987516,1.5925391,1.6248606,1.6082394,1.258279,0.9716555469810003,1.6159512370314466,0.78680386971113625,0.43355847366457195,-1.7306462307290678,1
五柳枝白鯧魚,30469,1.3210454,-1.2498215,-0.5575918,1.044378,-0.85328424,0.59250027,-0.12567529,-0.72541237,1.3766407,-0.977998,1.5961057,-0.17328735,-0.3064147,-0.7189485,-0.5140852,2.1293166,0.7366913,-0.09737146826311306,0.2033177399438318,1.2311148578762996,0.758022302155241,0.136844356802331,2
蘭姆酒特調|野莓摩西多,30470,0.6291059,-0.27168414,0.8913247,0.3711076,-2.3751779,-1.2236321,-1.0779831,-0.5970862,0.42325172,-1.3044988,0.20328785,0.6176986,-2.040227,-0.81539553,2.223584,0.7016857,0.9921126,3.158245813707791,1.1226451589328519,-0.8690060966796976,-1.679380085929966,0.7789589403922217,3
經典摩西多,30471,0.89259666,0.09731167,0.75130713,0.7063652,-2.0991437,-0.9163551,-0.66564995,-0.5487981,0.61330724,-0.8129242,0.45909297,0.41582504,-1.8241974,-0.69623053,1.6705583,0.5361799,0.97985214,2.997958189525159,0.9324242033939879,-0.008110380557601667,-1.1669069023290026,0.8739261804630731,1
蘭姆酒特調|巧克力摩西多,30472,0.5061614,0.17646167,0.9491064,0.63043183,-2.315507,-1.1300784,-1.4583355,-1.1861272,0.8299906,-0.95405644,0.3856981,0.52712744,-1.937571,-0.8313303,1.6795392,0.5681882,0.84197587,3.383366781752896,0.8351345698191487,-0.9214205177295103,-1.0249841077982302,0.757802737655859,3
蘭姆酒特調|蜜桃摩西多,30473,1.2905666,0.32074973,0.91157657,0.4425691,-2.2749553,-1.3524994,-0.93090206,-0.38090643,0.73743427,-0.849113,-0.32642084,0.5050472,-2.4179158,-0.81204754,1.9723635,0.6412705,0.7525474,3.495326137370814,1.2980521421056963,-0.29062514132879,-1.3816913017424148,1.453976526919758,1
蘭姆酒特調|焦糖摩西多,30474,0.12937196,-1.0423677,0.6255755,0.16435623,-0.99296707,-2.7263596,-1.4972172,-2.3223133,1.8767214,-1.5696656,1.0292386,-0.51674324,-2.1677866,-0.96631914,1.7531339,1.7435685,-0.32347748,2.1645946526382422,0.8666820881743124,-2.866443437418323,0.777679156237998,1.6556029500264384,3
蜂蜜漬苦瓜,30475,2.691469,0.17657399,-0.71466213,0.89225006,-2.0993612,0.41959187,-1.4111032,0.28013495,-0.57171875,-1.0589032,1.7339125,-0.18750054,-1.2532701,-1.5491935,2.138428,2.1316822,0.43830216,1.8246963552463717,1.5601942252806973,1.4417452010610907,-1.8283461730370787,0.9093537671189347,1
柚香大根,30476,0.55442697,-0.1766452,0.1625576,0.94674736,-1.0667157,0.23413342,-1.4638968,0.5688246,-0.36195236,-1.909498,2.9076211,0.3967398,-1.0884646,-0.4661527,2.1878052,1.6760918,1.9292217,1.816306061656774,0.5863119154346638,0.4361778827572525,-2.326122218701482,-0.34416084809723485,1
蒜醃青江菜,30477,1.5441978,-1.5773524,-1.2094864,2.4531107,-1.8366443,0.34676942,0.22910543,1.1372998,0.39998606,-1.7074075,2.1521463,0.03513137,-0.54564166,-2.0321767,1.6452019,2.4571543,2.3813722,-1.1865990609497714,0.760965106185103,1.5966361618636375,-2.9575922450127643,0.76635169523038,1
糖漬檸檬片,30478,2.5427687,-1.2236694,2.2390988,-0.32005277,-0.049261484,-0.9157659,0.53885716,-3.0133073,1.664395,-1.5031618,1.8687911,-1.3846445,-1.5494031,-1.2430851,1.2565207,0.7059567,0.89663005,2.3545182547369783,0.11918770417301122,-0.027760687585537687,1.973826134892819,2.5000945514966877,3
百香南瓜片,30479,1.2403607,-0.6619548,-0.58502084,0.18789133,-1.7963195,-0.6580068,-0.817275,-0.6537364,-0.016607964,-1.5814983,1.6158943,-0.14714064,-2.3392737,-0.6834628,3.329104,1.9671121,2.339593,1.9065313105048824,0.8700012665227503,-0.2705397225041445,-2.41846302917459,0.6381340084141935,1
歐姆蛋豆腐燒,30480,-0.5999457,-0.47985822,-0.73844904,0.04029408,-1.3397459,0.90038264,-0.81081706,-1.6301214,0.5751347,-1.9029247,1.7440959,0.73486924,-0.9916611,-0.5908035,-0.18794425,3.4023678,1.403878,0.3447217849203673,-1.3322900755409082,-0.5136430340823686,0.10832290417829185,-1.3906453020752603,3
番茄蛋佐麵線,30481,0.79254556,-4.2245164,-2.250557,0.7171747,-1.0683917,0.107924014,-0.5382285,-0.83737034,1.6932583,-2.7371554,1.1593834,-0.17438154,-1.3805243,-0.9058256,0.40657339,2.872812,3.0659182,-2.477208946113551,0.6340377489132248,-0.836457722624772,-1.1968437498513909,-0.5135875069249611,2
蘿蔔糕海苔卷,30482,-0.1766966,1.4895674,-0.26666495,0.9405391,-0.38977134,0.84803265,-0.77816015,-1.4056464,0.5485826,-1.6045125,0.28777215,-0.1307867,0.37580705,1.5294929,-0.49497768,2.3756244,1.4754463,1.7557226236730619,-1.5821378136119988,1.5610532148393477,0.6171524179759695,-2.114892888440676,3
柚子牛肉燒,30483,0.9511682,-2.830124,-1.1990434,1.7070806,0.36842462,-0.5879315,-0.6230501,-0.43362576,1.9761336,-2.6066396,1.9276893,-0.020414542,-0.6894702,-0.39442143,-0.05751857,3.3831527,0.36736462,-2.132847036104365,0.9487765238252536,-0.48821795805241713,0.6293814687994966,0.3175312946255673,2
青醬燒魚片,30484,0.1540693,-1.9294741,-1.9382375,1.1665562,0.11450073,-0.04414277,-0.4199417,-1.3044692,2.613499,-1.848237,2.4741192,0.43343025,-1.9918646,-0.9650771,-0.13466063,2.4071157,1.0688694,-1.5176610761464393,0.1462141471750838,-1.0491755147941633,0.7748556324842417,0.5735044179867528,2
泡菜醬爆雞丁,30485,-0.093714505,-1.5561305,-1.9672925000000001,2.0487,0.2273505,-0.5362422,0.33080226,-1.2769874,1.4079545,-2.8893473,1.8555901,-0.7239735,-0.74134165,-0.8505867,0.28663033,3.0975702,0.9217645,-2.147716485241707,-0.3863331688144499,-0.5003366929406033,0.303508207627999,-0.08017606060021071,2
五花肉炒甜不辣,30486,0.14151582,-2.0151613,-2.0362122,2.4578373,-0.43848962,-0.15205342,0.2005388,-2.1833186,1.4881026,-3.6335921,1.6397542,-0.059323482,-0.8161731,-2.2181952,-0.16766351,3.5456607,2.5093114,-3.139678929684073,-1.3190886198909166,-0.9437355244452469,-0.591082355258749,0.00924589254815733,2
蝦醬青椒炒肉絲,30487,0.19926603,-1.6963228,-1.984216,2.3065007,-1.002509,-0.32395437,1.0768706,-0.3629215,0.99064565,-3.6096387,2.9833946,-0.4988284,0.15008768,-2.74741,1.2196733,3.6008406,2.210684,-3.096978236579623,-1.3693176638042739,-0.06779034365582481,-2.045216797269741,0.7090329401403695,2
枸杞蘿蔔燒豬肉,30488,1.2504079,-2.8304884,-2.605555,3.1486971,-0.0058286707,0.25799692,0.32960582,-1.1643991,0.7224244,-3.041013,2.351562,-0.14030299,-1.4371934,-1.5725294,1.3973976,3.1613295,1.3138579,-3.3700958250551603,1.1947899636680852,-0.08947711810352443,-0.8379196353319011,0.28315411589014444,2
芝麻地瓜球,30489,-0.33365402,-1.3204852,1.7042947,-0.32632026,-2.2947197,-0.20111889,-1.6274683,-2.237308,0.111241005,-3.0124059,2.48914,-1.0855745,-0.024044527,-1.1628118,-0.4813091,2.4048436,1.6795325,1.7066866579517683,-1.6277808531816618,-1.4005630486161638,0.1071870259216251,-1.3438211379992226,3
蘆筍培根烘蛋,30490,-0.6589274,-1.493968,-1.6680871,-0.97352743,-0.7334412,0.31694293,0.9367774,-3.0786505,1.4027416,-3.0574276,1.1131747,0.49470216,-1.8854654,-1.4129944,-0.4302369,3.7879248,2.1271496,-1.3122245860146844,-2.536222431731705,-1.6871366807525938,0.8561848854846281,-0.5193333136939323,2
奶油烤白菜,30491,0.7145314,-1.3025547,0.5494968,-0.044517208,0.21190913,0.1887747,0.8060264,-2.049861,1.2119391,-2.7251973,2.5222454,-0.68396384,-0.26426762,-1.6600078,1.5829575,2.9023275,3.1731308,-0.14664697795463708,-1.9625005124211166,0.1085377116809785,-0.2761312887314973,0.8451892438465926,3
台式鹹蚋,30492,0.50238603,-2.632415,0.038575258,1.2611024,-0.8382509,-0.43831983,-0.7976097,-0.6283436,2.1332486,-1.2498666,1.5719088,1.2395645,-0.86088556,-1.0110047,1.2269229,1.7258381,-0.019967448,-0.10576515598354083,1.677538095244915,-1.022591008300654,0.06864404782222533,0.9496149829366565,1
蔭油大頭菜,30493,1.7174696,-2.0421107,-0.26113707,2.3113236,-1.4015572,0.69579124,-1.4400221,1.9022969,0.06292762,-2.3733714,3.289252,0.97170734,-0.5077524,-1.906414,1.8925794,1.7283164,1.4048269,-0.4269955143772182,2.006233479016811,0.8481171795579002,-3.1361608225165023,0.5471089317236971,1
